group_name,group_level,strata_name,strata_level,variable,variable_level,variable_type,estimate_type,estimate,cdm_name
Cohort name,new_users_methotrexate,Indication,malaria,cohort_end_date,NA,date,q75,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,cohort_start_date,NA,date,median,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,cohort_start_date,NA,date,q25,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,cohort_start_date,NA,date,q75,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,agents_acting_on_renin_angiotensin_system_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,agents_acting_on_renin_angiotensin_system_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antibacterials_systemic_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antibacterials_systemic_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antidepressants_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antidepressants_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antiepileptics_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antiepileptics_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antiinflammatory_antirheumatic_agents_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antiinflammatory_antirheumatic_agents_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antineoplastic_agents_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antineoplastic_agents_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antithrombotics_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,antithrombotics_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,anxiety_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,anxiety_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,asthma_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,asthma_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,beta_blocking_agents_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,beta_blocking_agents_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,calicum_channel_blockers_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,calicum_channel_blockers_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,chronic_kidney_disease_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,chronic_kidney_disease_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,chronic_liver_disease_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,chronic_liver_disease_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,copd_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,copd_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,covid_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,covid_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,dementia_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,dementia_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,depressive_disorder_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,depressive_disorder_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,diabetes_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,diabetes_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,diuretics_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,diuretics_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,drugs_acid_related_disorder_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,drugs_acid_related_disorder_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,drugs_for_obstructive_airway_diseases_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,drugs_for_obstructive_airway_diseases_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,drugs_used_in_diabetes_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,drugs_used_in_diabetes_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,gerd_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,gerd_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,heart_failure_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,heart_failure_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,hiv_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,hiv_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,hormonal_contraceptices_systemic_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,hormonal_contraceptices_systemic_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,hypertension_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,hypertension_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,hypothyroidism_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,hypothyroidism_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,immunosupressants_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,immunosupressants_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,infertility_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,infertility_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,inflammatory_bowel_disease_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,inflammatory_bowel_disease_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,lipid_modifying_agents_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,lipid_modifying_agents_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,malaria_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,malaria_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,malignant_neoplastic_disease_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,malignant_neoplastic_disease_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,myocardial_infarction_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,myocardial_infarction_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,number_visits,NA,numeric,median,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,number_visits,NA,numeric,q25,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,number_visits,NA,numeric,q75,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,opioids_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,opioids_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,osteoporosis_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,osteoporosis_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,pneumonia_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,pneumonia_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,psycholeptics_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,psycholeptics_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,psychostimulants_m365_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,psychostimulants_m365_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,rheumatoid_arthritis_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,rheumatoid_arthritis_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,stroke_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,stroke_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,venous_thromboembolism_minf_to_0,NA,binary,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,venous_thromboembolism_minf_to_0,NA,binary,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,40 to 59,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,40 to 59,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,60 to 79,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,60 to 79,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,0 to 19,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,0 to 19,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,20 to 39,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,20 to 39,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,80 to 150,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,age_group,80 to 150,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,malaria,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,malaria,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,rheumatoid_arthritis,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,rheumatoid_arthritis,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,none,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,none,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,covid,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,covid,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,multiple,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,indication,multiple,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,sex,Female,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,sex,Female,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,sex,Male,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,sex,Male,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,window,after_fda_retraction,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,window,after_fda_retraction,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,window,before_pandemic,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,window,before_pandemic,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,window,during_hcq_use_for_covid,categorical,count,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,malaria,window,during_hcq_use_for_covid,categorical,%,NA,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,number subjects,NA,NA,count,101,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,number records,NA,NA,count,101,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age,NA,numeric,median,61,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age,NA,numeric,q25,52,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age,NA,numeric,q75,72,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,future_observation,NA,numeric,median,158.5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,future_observation,NA,numeric,q25,55,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,future_observation,NA,numeric,q75,368,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,prior_history,NA,numeric,median,765.5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,prior_history,NA,numeric,q25,446,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,prior_history,NA,numeric,q75,1432,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,cohort_end_date,NA,date,median,2022-03-04,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,cohort_end_date,NA,date,q25,2021-06-09,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,cohort_end_date,NA,date,q75,2022-04-20,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,cohort_start_date,NA,date,median,2021-09-18,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,cohort_start_date,NA,date,q25,2021-02-06,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,cohort_start_date,NA,date,q75,2022-02-04,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,agents_acting_on_renin_angiotensin_system_m365_to_0,NA,binary,count,38,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,agents_acting_on_renin_angiotensin_system_m365_to_0,NA,binary,%,37.6237623762376,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antibacterials_systemic_m365_to_0,NA,binary,count,75,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antibacterials_systemic_m365_to_0,NA,binary,%,74.2574257425743,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antidepressants_m365_to_0,NA,binary,count,44,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antidepressants_m365_to_0,NA,binary,%,43.5643564356436,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antiepileptics_m365_to_0,NA,binary,count,38,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antiepileptics_m365_to_0,NA,binary,%,37.6237623762376,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antiinflammatory_antirheumatic_agents_m365_to_0,NA,binary,count,96,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antiinflammatory_antirheumatic_agents_m365_to_0,NA,binary,%,95.049504950495,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antineoplastic_agents_m365_to_0,NA,binary,count,101,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antineoplastic_agents_m365_to_0,NA,binary,%,100,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antithrombotics_m365_to_0,NA,binary,count,18,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,antithrombotics_m365_to_0,NA,binary,%,17.8217821782178,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,anxiety_minf_to_0,NA,binary,count,28,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,anxiety_minf_to_0,NA,binary,%,27.7227722772277,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,asthma_minf_to_0,NA,binary,count,20,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,asthma_minf_to_0,NA,binary,%,19.8019801980198,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,beta_blocking_agents_m365_to_0,NA,binary,count,28,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,beta_blocking_agents_m365_to_0,NA,binary,%,27.7227722772277,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,calicum_channel_blockers_m365_to_0,NA,binary,count,28,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,calicum_channel_blockers_m365_to_0,NA,binary,%,27.7227722772277,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,chronic_kidney_disease_minf_to_0,NA,binary,count,17,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,chronic_kidney_disease_minf_to_0,NA,binary,%,16.8316831683168,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,chronic_liver_disease_minf_to_0,NA,binary,count,17,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,chronic_liver_disease_minf_to_0,NA,binary,%,16.8316831683168,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,copd_minf_to_0,NA,binary,count,23,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,copd_minf_to_0,NA,binary,%,22.7722772277228,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,covid_minf_to_0,NA,binary,count,98,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,covid_minf_to_0,NA,binary,%,97.029702970297,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,dementia_minf_to_0,NA,binary,count,6,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,dementia_minf_to_0,NA,binary,%,5.94059405940594,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,depressive_disorder_minf_to_0,NA,binary,count,25,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,depressive_disorder_minf_to_0,NA,binary,%,24.7524752475248,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,diabetes_minf_to_0,NA,binary,count,37,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,diabetes_minf_to_0,NA,binary,%,36.6336633663366,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,diuretics_m365_to_0,NA,binary,count,31,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,diuretics_m365_to_0,NA,binary,%,30.6930693069307,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,drugs_acid_related_disorder_m365_to_0,NA,binary,count,48,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,drugs_acid_related_disorder_m365_to_0,NA,binary,%,47.5247524752475,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,drugs_for_obstructive_airway_diseases_m365_to_0,NA,binary,count,48,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,drugs_for_obstructive_airway_diseases_m365_to_0,NA,binary,%,47.5247524752475,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,drugs_used_in_diabetes_m365_to_0,NA,binary,count,30,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,drugs_used_in_diabetes_m365_to_0,NA,binary,%,29.7029702970297,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,gerd_minf_to_0,NA,binary,count,45,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,gerd_minf_to_0,NA,binary,%,44.5544554455446,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,heart_failure_minf_to_0,NA,binary,count,19,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,heart_failure_minf_to_0,NA,binary,%,18.8118811881188,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,hiv_minf_to_0,NA,binary,count,0,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,hiv_minf_to_0,NA,binary,%,0,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,hormonal_contraceptices_systemic_m365_to_0,NA,binary,count,<5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,hormonal_contraceptices_systemic_m365_to_0,NA,binary,%,1.98019801980198,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,hypertension_minf_to_0,NA,binary,count,65,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,hypertension_minf_to_0,NA,binary,%,64.3564356435644,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,hypothyroidism_minf_to_0,NA,binary,count,23,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,hypothyroidism_minf_to_0,NA,binary,%,22.7722772277228,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,immunosupressants_m365_to_0,NA,binary,count,101,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,immunosupressants_m365_to_0,NA,binary,%,100,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,infertility_minf_to_0,NA,binary,count,0,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,infertility_minf_to_0,NA,binary,%,0,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,inflammatory_bowel_disease_minf_to_0,NA,binary,count,<5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,inflammatory_bowel_disease_minf_to_0,NA,binary,%,2.97029702970297,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,lipid_modifying_agents_m365_to_0,NA,binary,count,45,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,lipid_modifying_agents_m365_to_0,NA,binary,%,44.5544554455446,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,malaria_minf_to_0,NA,binary,count,<5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,malaria_minf_to_0,NA,binary,%,2.97029702970297,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,malignant_neoplastic_disease_minf_to_0,NA,binary,count,12,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,malignant_neoplastic_disease_minf_to_0,NA,binary,%,11.8811881188119,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,myocardial_infarction_minf_to_0,NA,binary,count,<5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,myocardial_infarction_minf_to_0,NA,binary,%,2.97029702970297,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,number_visits,NA,numeric,median,1,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,number_visits,NA,numeric,q25,1,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,number_visits,NA,numeric,q75,1,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,opioids_m365_to_0,NA,binary,count,37,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,opioids_m365_to_0,NA,binary,%,36.6336633663366,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,osteoporosis_minf_to_0,NA,binary,count,20,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,osteoporosis_minf_to_0,NA,binary,%,19.8019801980198,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,pneumonia_minf_to_0,NA,binary,count,36,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,pneumonia_minf_to_0,NA,binary,%,35.6435643564356,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,psycholeptics_m365_to_0,NA,binary,count,32,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,psycholeptics_m365_to_0,NA,binary,%,31.6831683168317,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,psychostimulants_m365_to_0,NA,binary,count,<5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,psychostimulants_m365_to_0,NA,binary,%,0.99009900990099,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,rheumatoid_arthritis_minf_to_0,NA,binary,count,101,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,rheumatoid_arthritis_minf_to_0,NA,binary,%,100,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,stroke_minf_to_0,NA,binary,count,<5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,stroke_minf_to_0,NA,binary,%,3.96039603960396,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,venous_thromboembolism_minf_to_0,NA,binary,count,<5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,venous_thromboembolism_minf_to_0,NA,binary,%,1.98019801980198,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,20 to 39,categorical,count,<5,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,20 to 39,categorical,%,0.99009900990099,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,40 to 59,categorical,count,40,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,40 to 59,categorical,%,39.6039603960396,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,60 to 79,categorical,count,53,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,60 to 79,categorical,%,52.4752475247525,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,80 to 150,categorical,count,7,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,80 to 150,categorical,%,6.93069306930693,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,0 to 19,categorical,count,0,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,age_group,0 to 19,categorical,%,0,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,indication,multiple,categorical,count,101,PHARMETRICS
Cohort name,new_users_methotrexate,Indication,multiple,indication,multiple,categorical,%,100,PHARMETRICS
