group_name,group_level,strata_name,strata_level,variable,variable_level,variable_type,estimate_type,estimate,cdm_name,generated_by
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_365_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_365_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_365_none,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_365_none,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_365_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_365_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_365_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_365_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_covid,NA,binary,count,2202,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_covid,NA,binary,%,89.7676314716673,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_none,NA,binary,count,251,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_none,NA,binary,%,10.2323685283327,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,covid,indication_gap_7_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,number subjects,NA,NA,count,7,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,number records,NA,NA,count,7,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_malaria,NA,binary,count,1,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_malaria,NA,binary,%,14.2857142857143,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_none,NA,binary,count,6,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_none,NA,binary,%,85.7142857142857,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_0_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_malaria,NA,binary,count,1,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_malaria,NA,binary,%,14.2857142857143,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_none,NA,binary,count,6,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_none,NA,binary,%,85.7142857142857,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_30_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_malaria,NA,binary,count,5,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_malaria,NA,binary,%,71.4285714285714,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_none,NA,binary,count,2,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_none,NA,binary,%,28.5714285714286,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_365_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_malaria,NA,binary,count,1,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_malaria,NA,binary,%,14.2857142857143,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_none,NA,binary,count,6,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_none,NA,binary,%,85.7142857142857,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,malaria,indication_gap_7_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,number subjects,NA,NA,count,116,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,number records,NA,NA,count,116,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_covid,NA,binary,count,27,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_covid,NA,binary,%,23.2758620689655,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_none,NA,binary,count,84,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_none,NA,binary,%,72.4137931034483,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_rheumatoid_arthritis,NA,binary,count,6,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_0_rheumatoid_arthritis,NA,binary,%,5.17241379310345,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_covid,NA,binary,count,91,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_covid,NA,binary,%,78.448275862069,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_none,NA,binary,count,22,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_none,NA,binary,%,18.9655172413793,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_rheumatoid_arthritis,NA,binary,count,12,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_30_rheumatoid_arthritis,NA,binary,%,10.3448275862069,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_covid,NA,binary,count,114,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_covid,NA,binary,%,98.2758620689655,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_none,NA,binary,count,2,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_none,NA,binary,%,1.72413793103448,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_rheumatoid_arthritis,NA,binary,count,34,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_365_rheumatoid_arthritis,NA,binary,%,29.3103448275862,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_covid,NA,binary,count,48,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_covid,NA,binary,%,41.3793103448276,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_none,NA,binary,count,62,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_none,NA,binary,%,53.448275862069,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_rheumatoid_arthritis,NA,binary,count,9,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,multiple,indication_gap_7_rheumatoid_arthritis,NA,binary,%,7.75862068965517,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,number subjects,NA,NA,count,31995,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,number records,NA,NA,count,31995,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_none,NA,binary,count,31995,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_none,NA,binary,%,100,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_0_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_none,NA,binary,count,31995,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_none,NA,binary,%,100,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_30_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_covid,NA,binary,count,486,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_covid,NA,binary,%,1.51898734177215,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_none,NA,binary,count,31509,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_none,NA,binary,%,98.4810126582279,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_365_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_none,NA,binary,count,31995,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_none,NA,binary,%,100,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_rheumatoid_arthristis_no_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_rheumatoid_arthristis_no_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_rheumatoid_arthritis,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,none,indication_gap_7_rheumatoid_arthritis,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,number subjects,NA,NA,count,15075,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,number records,NA,NA,count,15075,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_none,NA,binary,count,14095,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_none,NA,binary,%,93.4991708126037,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_rheumatoid_arthristis_no_covid,NA,binary,count,873,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_rheumatoid_arthristis_no_covid,NA,binary,%,5.7910447761194,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_rheumatoid_arthritis,NA,binary,count,980,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_0_rheumatoid_arthritis,NA,binary,%,6.50082918739635,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_30_covid,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_30_covid,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_30_malaria,NA,binary,count,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_30_malaria,NA,binary,%,0,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_30_none,NA,binary,count,13374,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_30_none,NA,binary,%,88.7164179104478,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
Cohort name,new_users_hydroxychloroquine,Indication,rheumatoid_arthritis,indication_gap_30_rheumatoid_arthristis_no_covid,NA,binary,count,1512,PHARMETRICS,DrugUtilisation_0.2.1_summariseIndication
