analysis_id,prevalence_start_date,prevalence_end_date,n_cases,n_population,prevalence,prevalence_95CI_lower,prevalence_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_lookback_days,analysis_type,analysis_interval,analysis_complete_database_intervals,analysis_time_point,analysis_full_contribution,analysis_min_cell_count,denominator_cohort_id,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_history,denominator_start_date,denominator_end_date,denominator_strata_cohort_definition_id,denominator_strata_cohort_name,denominator_closed_cohort,cdm_name
22,2021-04-01,2021-04-30,NA,3479,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2021-05-01,2021-05-31,NA,3482,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2021-06-01,2021-06-30,NA,3461,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2021-07-01,2021-07-31,NA,3461,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2021-08-01,2021-08-31,NA,3482,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2021-09-01,2021-09-30,NA,3456,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2021-10-01,2021-10-31,NA,3445,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2021-11-01,2021-11-30,NA,3446,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2021-12-01,2021-12-31,NA,3430,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2022-01-01,2022-01-31,NA,3414,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2022-02-01,2022-02-28,NA,3412,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2022-03-01,2022-03-31,NA,3420,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2022-04-01,2022-04-30,NA,899,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
22,2022-05-01,2022-05-31,NA,895,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,4,Denominator cohort 4,20 to 39,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-01-01,2019-01-31,NA,2758,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-02-01,2019-02-28,NA,2737,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-03-01,2019-03-31,5,2727,0.0018335166850018336,7.8341510865315e-4,0.004285154059280721,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-04-01,2019-04-30,NA,2569,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-05-01,2019-05-31,NA,2566,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-06-01,2019-06-30,NA,2401,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-07-01,2019-07-31,NA,2374,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-08-01,2019-08-31,NA,2379,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-09-01,2019-09-30,NA,2363,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-10-01,2019-10-31,NA,2356,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-11-01,2019-11-30,NA,2356,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2019-12-01,2019-12-31,NA,2374,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-01-01,2020-01-31,NA,2339,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-02-01,2020-02-29,NA,2356,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-03-01,2020-03-31,NA,2371,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-04-01,2020-04-30,NA,2342,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-05-01,2020-05-31,NA,1798,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-06-01,2020-06-30,NA,1830,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-07-01,2020-07-31,NA,1862,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-08-01,2020-08-31,5,1743,0.002868617326448652,0.0012259051711281492,0.0066978012137882004,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-09-01,2020-09-30,NA,1728,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-10-01,2020-10-31,NA,1726,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-11-01,2020-11-30,NA,1736,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2020-12-01,2020-12-31,NA,1977,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-01-01,2021-01-31,NA,1754,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-02-01,2021-02-28,NA,1714,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-03-01,2021-03-31,NA,1728,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-04-01,2021-04-30,NA,1722,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-05-01,2021-05-31,NA,1719,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-06-01,2021-06-30,NA,1699,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-07-01,2021-07-31,NA,1704,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-08-01,2021-08-31,NA,1713,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-09-01,2021-09-30,NA,1699,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-10-01,2021-10-31,NA,1690,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-11-01,2021-11-30,NA,1691,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2021-12-01,2021-12-31,NA,1690,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2022-01-01,2022-01-31,NA,1680,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2022-02-01,2022-02-28,NA,1684,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2022-03-01,2022-03-31,NA,1693,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2022-04-01,2022-04-30,NA,490,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
23,2022-05-01,2022-05-31,NA,489,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-01-01,2019-01-31,NA,2714,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-02-01,2019-02-28,NA,2694,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-03-01,2019-03-31,NA,2679,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-04-01,2019-04-30,NA,2537,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-05-01,2019-05-31,NA,2535,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-06-01,2019-06-30,NA,2396,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-07-01,2019-07-31,NA,2404,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-08-01,2019-08-31,NA,2405,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-09-01,2019-09-30,NA,2409,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-10-01,2019-10-31,NA,2387,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-11-01,2019-11-30,NA,2359,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2019-12-01,2019-12-31,NA,2353,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-01-01,2020-01-31,NA,2301,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-02-01,2020-02-29,NA,2327,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-03-01,2020-03-31,NA,2318,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-04-01,2020-04-30,NA,2289,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-05-01,2020-05-31,NA,1846,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-06-01,2020-06-30,NA,1855,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-07-01,2020-07-31,NA,1873,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-08-01,2020-08-31,NA,1734,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-09-01,2020-09-30,NA,1732,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-10-01,2020-10-31,NA,1733,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-11-01,2020-11-30,NA,1750,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2020-12-01,2020-12-31,NA,1971,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-01-01,2021-01-31,NA,1766,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-02-01,2021-02-28,NA,1737,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-03-01,2021-03-31,NA,1751,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-04-01,2021-04-30,NA,1757,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-05-01,2021-05-31,NA,1763,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-06-01,2021-06-30,NA,1762,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-07-01,2021-07-31,NA,1757,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-08-01,2021-08-31,NA,1769,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-09-01,2021-09-30,NA,1757,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-10-01,2021-10-31,NA,1755,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-11-01,2021-11-30,NA,1755,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2021-12-01,2021-12-31,NA,1740,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2022-01-01,2022-01-31,NA,1734,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2022-02-01,2022-02-28,NA,1728,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2022-03-01,2022-03-31,NA,1727,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2022-04-01,2022-04-30,NA,409,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
24,2022-05-01,2022-05-31,NA,406,NA,NA,NA,FALSE,TRUE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Male,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-01-01,2019-01-31,20,6539,0.003058571647040832,0.0019808869869540925,0.004719788720477196,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-02-01,2019-02-28,19,6508,0.0029194837123540257,0.0018698811145328334,0.004555560764740389,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-03-01,2019-03-31,21,6483,0.003239241092086997,0.002119707210343525,0.0049471309591572424,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-04-01,2019-04-30,24,6187,0.0038791013415225475,0.00260820109036795,0.005765694310689453,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-05-01,2019-05-31,23,6194,0.003713270907329674,0.0024756928164594333,0.005566051902544366,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-06-01,2019-06-30,24,5800,0.004137931034482759,0.002782326221614133,0.0061499403105643655,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-07-01,2019-07-31,19,5670,0.003350970017636684,0.0021463712743307627,0.005228078492087429,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-08-01,2019-08-31,19,5657,0.003358670673501856,0.0021513060479850478,0.005240078982856431,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-09-01,2019-09-30,18,5682,0.0031678986272439284,0.0020048401119801404,0.005002294910908394,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
25,2019-10-01,2019-10-31,18,5625,0.0032,0.002025165098634987,0.005052927100650611,FALSE,FALSE,2,users_methotrexate,0,period,months,TRUE,start,FALSE,5,7,Denominator cohort 7,40 to 59,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
